CODE POSTAL  VILLE                              CODE PAYS  N° INSEEBUREAU DISTRIBUTEUR
87260        ST PAUL                            100        87174   ST PAUL
87290        ST PRIEST LE BETOUX                100        87175   ST SORNIN LEULAC
87800        ST PRIEST LIGOURE                  100        87176   ST PRIEST LIGOURE
87700        ST PRIEST SOUS AIXE                100        87177   ST PRIEST SOUS AIXE
87480        ST PRIEST TAURION                  100        87178   ST PRIEST TAURION
87210        ST SORNIN LA MARCHE                100        87179   ST SORNIN LA MARCHE
87290        ST SORNIN LEULAC                   100        87180   ST SORNIN LEULAC
87370        ST SULPICE LAURIERE                100        87181   ST SULPICE LAURIERE
87160        ST SULPICE LES FEUILLES            100        87182   ST SULPICE LES FEUILLES
87240        ST SYLVESTRE                       100        87183   ST SYLVESTRE
87140        ST SYMPHORIEN SUR COUZE            100        87184   ST SYMPHORIEN SUR COUZE
87420        ST VICTURNIEN                      100        87185   ST VICTURNIEN
87380        ST VITTE SUR BRIANCE               100        87186   ST VITTE SUR BRIANCE
87500        ST YRIEIX LA PERCHE                100        87187   ST YRIEIX LA PERCHE
87700        ST YRIEIX SOUS AIXE                100        87188   ST YRIEIX SOUS AIXE
87440        LES SALLES LAVAUGUYON              100        87189   LES SALLES LAVAUGUYON
87400        SAUVIAT SUR VIGE                   100        87190   SAUVIAT SUR VIGE
87620        SEREILHAC                          100        87191   SEREILHAC
87110        SOLIGNAC                           100        87192   SOLIGNAC
87130        SURDOUX                            100        87193   SURDOUX
87130        SUSSAC                             100        87194   SUSSAC
87360        TERSANNES                          100        87195   TERSANNES
87320        THIAT                              100        87196   THIAT
87140        THOURON                            100        87197   THOURON
87140        VAULRY                             100        87198   VAULRY
87600        VAYRES                             100        87199   VAYRES
87360        VERNEUIL MOUSTIERS                 100        87200   VERNEUIL MOUSTIERS
87430        VERNEUIL SUR VIENNE                100        87201   VERNEUIL SUR VIENNE
87520        VEYRAC                             100        87202   VEYRAC
87260        VICQ SUR BREUILH                   100        87203   VICQ SUR BREUILH
87600        VIDEIX                             100        87204   VIDEIX
87110        LE VIGEN                           100        87205   LE VIGEN
87190        VILLEFAVARD                        100        87206   VILLEFAVARD
87100        LANDOUGE                           100        87920   LIMOGES
87280        BEAUNE LES MINES                   100        87929   LIMOGES
87520        LA BARRE DE VEYRAC                 100        87930   VEYRAC
88270        LES ABLEUVENETTES                  100        88001   LES ABLEUVENETTES
88500        AHEVILLE                           100        88002   AHEVILLE
88140        AINGEVILLE                         100        88003   AINGEVILLE
88320        AINVELLE                           100        88004   AINVELLE
88110        ALLARMONT                          100        88005   ALLARMONT
88500        AMBACOURT                          100        88006   AMBACOURT
88410        AMEUVELLE                          100        88007   AMEUVELLE
88700        ANGLEMONT                          100        88008   ANGLEMONT
88650        ANOULD                             100        88009   ANOULD
88170        AOUZE                              100        88010   AOUZE
88380        ARCHES                             100        88011   ARCHES
88380        ARCHETTES                          100        88012   ARCHETTES
88170        AROFFE                             100        88013   AROFFE
88430        ARRENTES DE CORCIEUX               100        88014   ARRENTES DE CORCIEUX
88300        ATTIGNEVILLE                       100        88015   ATTIGNEVILLE
88260        ATTIGNY                            100        88016   ATTIGNY
88300        AULNOIS                            100        88017   AULNOIS
88640        AUMONTZEY                          100        88018   AUMONTZEY
88300        AUTIGNY LA TOUR                    100        88019   AUTIGNY LA TOUR
88300        AUTREVILLE                         100        88020   AUTREVILLE
88700        AUTREY                             100        88021   AUTREY
88140        AUZAINVILLIERS                     100        88022   AUZAINVILLIERS
88500        AVILLERS                           100        88023   AVILLERS
88130        AVRAINVILLE                        100        88024   AVRAINVILLE
88630        AVRANVILLE                         100        88025   AVRANVILLE
88600        AYDOILLES                          100        88026   AYDOILLES
88330        BADMENIL AUX BOIS                  100        88027   BADMENIL AUX BOIS
88460        LA BAFFE                           100        88028   LA BAFFE
88240        BAINS LES BAINS                    100        88029   BAINS LES BAINS
88270        BAINVILLE AUX SAULES               100        88030   BAINVILLE AUX SAULES
88170        BALLEVILLE                         100        88031   BALLEVILLE
88520        BAN DE LAVELINE                    100        88032   BAN DE LAVELINE
88210        BAN DE SAPT                        100        88033   BAN DE SAPT
88230        BAN SUR MEURTHE                    100        88034   BAN SUR MEURTHE
88640        BARBEY SEROUX                      100        88035   BARBEY SEROUX
88300        BARVILLE                           100        88036   BARVILLE
