gene_callers_id	t_superkingdom	t_phylum	t_class	t_order	t_family	t_genus	t_species
NZ_HG326225.1|read1762	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	
NZ_HG326225.1|read1763	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	
NZ_HG326225.1|read1764	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	
NZ_HG326225.1|read1765	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	
NZ_HG326225.1|read1766	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	
NZ_HG326225.1|read1767	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	
NZ_HG326225.1|read1768	Bacteria	Firmicutes					
NZ_HG326225.1|read1769	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
NZ_HG326225.1|read1770	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	
NZ_HG326225.1|read1771	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	
NZ_HG326225.1|read1772	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	
NZ_HG326225.1|read1773	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
NZ_HG326225.1|read1774	Bacteria	Firmicutes	Tissierellia				
NZ_HG326225.1|read1775	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	
NZ_HG326225.1|read1776	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	
NZ_HG326225.1|read1778	Bacteria	Firmicutes	Tissierellia				
NZ_HG326225.1|read1779	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	
NZ_HG326225.1|read1780	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	
NZ_HG326225.1|read1781	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	
NZ_HG326225.1|read1782	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	
NZ_HG326225.1|read1784	Bacteria	Firmicutes					
NZ_HG326225.1|read1785	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	
NZ_HG326225.1|read1786	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	
NZ_HG326225.1|read1787	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	
NZ_HG326225.1|read1788	Bacteria	Firmicutes					
NZ_HG326225.1|read1789	Bacteria	Firmicutes					
NZ_HG326225.1|read1790	Bacteria	Firmicutes					
NZ_HG326225.1|read1791	Bacteria	Firmicutes					
NZ_HG326225.1|read1792	Bacteria	Firmicutes					
NZ_HG326225.1|read1793	Bacteria	Firmicutes	Bacilli	Lactobacillales			
NZ_HG326225.1|read1794	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	
NZ_HG326225.1|read1796	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens
NZ_HG326225.1|read1797	Bacteria						
NZ_HG326225.1|read1798	Bacteria						
NZ_HG326225.1|read1799	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum
NZ_HG326225.1|read1800	Bacteria						
NZ_HG326225.1|read1801	Bacteria						
NZ_HG326225.1|read1802	Bacteria						
NZ_HG326225.1|read1803	Bacteria						
NZ_HG326225.1|read1814	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326225.1|read1817	Bacteria	Firmicutes					
NZ_HG326225.1|read1819	Bacteria	Firmicutes					
NZ_HG326225.1|read1820	Bacteria	Firmicutes					
NZ_HG326225.1|read1821	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326225.1|read1824	Bacteria	Firmicutes					
NZ_HG326225.1|read1825	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae		
NZ_HG326225.1|read1826	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	
NZ_HG326225.1|read1827	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	
NZ_HG326225.1|read1828	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	
NZ_HG326225.1|read1829	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	
NZ_HG326225.1|read1831	Bacteria	Firmicutes					
NZ_HG326225.1|read1832	Bacteria	Firmicutes					
NZ_HG326225.1|read1834	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326225.1|read1835	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326225.1|read1837	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Phaeospirillum	
NZ_HG326225.1|read1838	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae		
NZ_HG326225.1|read1839	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326225.1|read1840	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326225.1|read1841	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcus anaerobius
NZ_HG326225.1|read1842	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	
NZ_HG326225.1|read1853	Bacteria	Firmicutes					
NZ_HG326225.1|read1854	Bacteria	Firmicutes	Tissierellia	Tissierellales			
NZ_HG326225.1|read1855	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	Erysipelothrix rhusiopathiae
NZ_HG326225.1|read1861	Bacteria	Firmicutes					
NZ_HG326225.1|read1863							
NZ_HG326225.1|read1871	Bacteria						
NZ_HG326225.1|read1874	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326225.1|read1875	Bacteria	Firmicutes					
NZ_HG326225.1|read1882	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae		
NZ_HG326225.1|read1883	Bacteria						
NZ_HG326225.1|read1884	Bacteria						
NZ_HG326225.1|read1885	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326225.1|read1886	Bacteria	Firmicutes					
NZ_HG326225.1|read1890	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	
NZ_HG326225.1|read1891	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326225.1|read1892	Bacteria	Firmicutes	Tissierellia				
NZ_HG326225.1|read1895	Bacteria						
NZ_HG326225.1|read1897	Bacteria						
NZ_HG326225.1|read1898	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326225.1|read1899	Bacteria						
NZ_HG326225.1|read1911	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326225.1|read1912	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326225.1|read1914	Bacteria	Firmicutes					
NZ_HG326225.1|read1915	Bacteria	Firmicutes					
NZ_HG326225.1|read1916	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	
NZ_HG326225.1|read1917	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326225.1|read1926	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326225.1|read1928	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Ruminiclostridium	
NZ_HG326225.1|read1929	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326225.1|read1930	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae		
NZ_HG326225.1|read1932	Bacteria	Firmicutes	Tissierellia				
NZ_HG326225.1|read1933	Bacteria	Firmicutes					
NZ_HG326225.1|read1934	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	
NZ_HG326225.1|read1935	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326225.1|read1936	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326225.1|read1938	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326225.1|read1943	Bacteria	Firmicutes	Tissierellia	Tissierellales			
NZ_HG326225.1|read1944	Bacteria	Firmicutes					
NZ_HG326225.1|read1945	Bacteria	Firmicutes					
NZ_HG326225.1|read1946	Bacteria	Firmicutes					
NZ_HG326225.1|read1951	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	Anoxybacillus flavithermus
NZ_HG326225.1|read1952	Bacteria	Firmicutes	Tissierellia				
NZ_HG326225.1|read1953	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326225.1|read1959	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326225.1|read1960	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	
NZ_HG326225.1|read1961	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus prevotii
NZ_HG326225.1|read1962	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	
NZ_HG326225.1|read1966	Bacteria	Firmicutes					
NZ_HG326225.1|read1967	Bacteria	Firmicutes					
NZ_HG326225.1|read1968	Bacteria	Firmicutes					
NZ_HG326225.1|read1969	Bacteria	Firmicutes					
NZ_HG326225.1|read1970	Bacteria	Firmicutes					
NZ_HG326225.1|read1971	Bacteria	Firmicutes					
NZ_HG326225.1|read1972	Bacteria	Firmicutes					
NZ_HG326225.1|read1973	Bacteria	Firmicutes					
NZ_HG326225.1|read1974	Bacteria	Firmicutes					
NZ_HG326225.1|read1975	Bacteria	Firmicutes					
NZ_HG326225.1|read1976	Bacteria	Firmicutes					
NZ_HG326225.1|read1977	Bacteria	Firmicutes					
NZ_HG326225.1|read1978	Bacteria	Firmicutes					
NZ_HG326225.1|read1979	Bacteria	Firmicutes					
NZ_HG326225.1|read1980	Bacteria	Firmicutes					
NZ_HG326225.1|read1981	Bacteria	Firmicutes					
NZ_HG326225.1|read1983	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326225.1|read1985	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	
NZ_HG326225.1|read1989	Bacteria	Firmicutes					
NZ_HG326225.1|read1990	Bacteria	Firmicutes					
NZ_HG326225.1|read1991	Bacteria	Firmicutes					
NZ_HG326225.1|read1993	Bacteria	Firmicutes					
NZ_HG326225.1|read1998	Bacteria	Firmicutes					
NZ_HG326225.1|read1999	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus hydrogenalis
NZ_HG326225.1|read2000	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	
NZ_HG326225.1|read2001	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326225.1|read2002	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326225.1|read2003	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis		
NZ_HG326225.1|read2004	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis		
NZ_HG326225.1|read2005	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis		
NZ_HG326225.1|read2006	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis		
NZ_HG326225.1|read2007	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis		
NZ_HG326225.1|read2008	Bacteria	Firmicutes					
NZ_HG326225.1|read2009	Bacteria	Firmicutes					
NZ_HG326225.1|read2012	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Mageeibacillus	Mageeibacillus indolicus
NZ_HG326225.1|read2014	Bacteria	Firmicutes					
NZ_HG326225.1|read2015	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326225.1|read2016	Bacteria	Firmicutes					
NZ_HG326225.1|read2017	Bacteria	Firmicutes					
NZ_HG326225.1|read2018	Bacteria	Firmicutes					
NZ_HG326225.1|read2019	Bacteria	Firmicutes					
NZ_HG326225.1|read2020	Bacteria	Firmicutes					
NZ_HG326225.1|read2021	Bacteria	Firmicutes					
NZ_HG326225.1|read2022	Bacteria	Firmicutes					
NZ_HG326225.1|read2023	Bacteria	Firmicutes					
NZ_HG326225.1|read2024	Bacteria	Firmicutes					
NZ_HG326225.1|read2025	Bacteria	Firmicutes					
NZ_HG326225.1|read2026	Bacteria	Firmicutes					
NZ_HG326225.1|read2027	Bacteria	Firmicutes	Tissierellia				
NZ_HG326225.1|read2028	Bacteria	Firmicutes					
NZ_HG326225.1|read2029	Bacteria	Firmicutes					
NZ_HG326225.1|read2030	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326225.1|read2031	Bacteria	Firmicutes					
NZ_HG326225.1|read2032	Bacteria	Firmicutes					
NZ_HG326225.1|read2033	Bacteria	Firmicutes					
NZ_HG326225.1|read2034	Bacteria	Firmicutes					
NZ_HG326225.1|read2035	Bacteria	Firmicutes					
NZ_HG326225.1|read2036	Bacteria	Firmicutes					
NZ_HG326225.1|read2037	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326225.1|read2040	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
NZ_HG326225.1|read2041	Bacteria	Firmicutes					
NZ_HG326225.1|read2042	Bacteria	Firmicutes	Tissierellia				
NZ_HG326225.1|read2044	Bacteria	Firmicutes					
NZ_HG326225.1|read2045	Bacteria	Firmicutes					
NZ_HG326225.1|read2046	Bacteria	Firmicutes					
NZ_HG326225.1|read2047	Bacteria	Firmicutes					
NZ_HG326225.1|read2048	Bacteria	Firmicutes					
NZ_HG326225.1|read2049	Bacteria	Firmicutes					
NZ_HG326225.1|read2050	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
NZ_HG326225.1|read2051	Bacteria	Firmicutes					
NZ_HG326225.1|read2052	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae
NZ_HG326225.1|read2053	Bacteria	Firmicutes					
NZ_HG326225.1|read2054	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae
NZ_HG326225.1|read2055	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae
NZ_HG326225.1|read2056	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	
NZ_HG326225.1|read2057	Bacteria	Firmicutes					
NZ_HG326225.1|read2058	Bacteria	Firmicutes					
NZ_HG326225.1|read2059	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae
NZ_HG326225.1|read2060	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae
NZ_HG326225.1|read2062	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae
NZ_HG326225.1|read2063	Bacteria	Firmicutes					
NZ_HG326225.1|read2064	Bacteria	Firmicutes					
NZ_HG326225.1|read2066	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae
NZ_HG326225.1|read2067	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae
NZ_HG326225.1|read2068	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae
NZ_HG326225.1|read2069	Bacteria	Firmicutes					
NZ_HG326225.1|read2070	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae
NZ_HG326225.1|read2071	Bacteria	Firmicutes					
NZ_HG326225.1|read2072	Bacteria	Firmicutes					
NZ_HG326225.1|read2073	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae
NZ_HG326225.1|read2075	Bacteria	Firmicutes					
NZ_HG326225.1|read2076	Bacteria	Firmicutes					
NZ_HG326225.1|read2077	Bacteria	Firmicutes					
NZ_HG326225.1|read2078	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
NZ_HG326225.1|read2079	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
NZ_HG326225.1|read2080	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis		
NZ_HG326225.1|read2081	Bacteria	Firmicutes					
NZ_HG326225.1|read2082	Bacteria	Firmicutes					
NZ_HG326225.1|read2083	Bacteria						
NZ_HG326225.1|read2084	Bacteria						
NZ_HG326225.1|read2085	Bacteria	Firmicutes					
NZ_HG326225.1|read2086	Bacteria						
NZ_HG326225.1|read2087	Bacteria	Firmicutes					
NZ_HG326225.1|read2088	Bacteria						
NZ_HG326225.1|read2089	Bacteria						
NZ_HG326225.1|read2091	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326225.1|read2092	Bacteria	Firmicutes					
NZ_HG326225.1|read2093	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus hydrogenalis
NZ_HG326225.1|read2095	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
NZ_HG326225.1|read2096	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326225.1|read2098	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
NZ_HG326225.1|read2099	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
NZ_HG326225.1|read2100	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pyogenes
NZ_HG326225.1|read2101	Bacteria	Firmicutes					
NZ_HG326225.1|read2102	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	
NZ_HG326225.1|read2103	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326225.1|read2104	Bacteria	Firmicutes					
NZ_HG326225.1|read2106	Bacteria						
NZ_HG326225.1|read2107	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326225.1|read2109	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326225.1|read2110	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326225.1|read2111	Bacteria						
NZ_HG326225.1|read2112	Bacteria	Firmicutes					
NZ_HG326225.1|read2113	Bacteria	Firmicutes					
NZ_HG326225.1|read2114	Bacteria	Firmicutes					
NZ_HG326225.1|read2115	Bacteria	Firmicutes					
NZ_HG326225.1|read2116	Bacteria	Firmicutes					
NZ_HG326225.1|read2117	Bacteria	Firmicutes					
NZ_HG326225.1|read2118	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326225.1|read2119	Bacteria	Firmicutes					
NZ_HG326225.1|read2120	Bacteria	Firmicutes					
NZ_HG326225.1|read2121	Bacteria	Firmicutes					
NZ_HG326225.1|read2122	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326225.1|read2123	Bacteria						
NZ_HG326225.1|read2124	Bacteria						
NZ_HG326225.1|read2125	Bacteria						
NZ_HG326225.1|read2127	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	Gardnerella vaginalis
NZ_HG326225.1|read2128	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	Gardnerella vaginalis
NZ_HG326225.1|read2129	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans
NZ_HG326225.1|read2131	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus hydrogenalis
NZ_HG326225.1|read2133	Bacteria	Firmicutes					
NZ_HG326225.1|read2134	Bacteria	Firmicutes	Tissierellia				
NZ_HG326225.1|read2135	Bacteria	Firmicutes	Tissierellia				
NZ_HG326225.1|read2136	Bacteria	Firmicutes	Tissierellia				
NZ_HG326225.1|read2137	Bacteria	Firmicutes	Tissierellia				
NZ_HG326225.1|read2138	Bacteria	Firmicutes	Tissierellia				
NZ_HG326225.1|read2139	Bacteria	Firmicutes	Tissierellia				
NZ_HG326225.1|read2141	Bacteria	Firmicutes	Tissierellia				
NZ_HG326225.1|read2142	Bacteria	Firmicutes	Tissierellia				
NZ_HG326225.1|read2143	Bacteria	Firmicutes	Tissierellia				
NZ_HG326225.1|read2144	Bacteria	Firmicutes	Tissierellia				
NZ_HG326225.1|read2145	Bacteria	Firmicutes	Tissierellia				
NZ_HG326225.1|read2146	Bacteria	Firmicutes	Tissierellia				
NZ_HG326225.1|read2147	Bacteria	Firmicutes	Tissierellia				
NZ_HG326225.1|read2148	Bacteria	Firmicutes	Tissierellia				
NZ_HG326225.1|read2149	Bacteria	Firmicutes	Tissierellia				
NZ_HG326225.1|read2150	Bacteria	Firmicutes	Tissierellia				
NZ_HG326225.1|read2151	Bacteria	Firmicutes	Tissierellia				
NZ_HG326225.1|read2152	Bacteria	Firmicutes	Tissierellia				
NZ_HG326225.1|read2153	Bacteria	Firmicutes	Tissierellia				
NZ_HG326225.1|read2154	Bacteria	Firmicutes	Tissierellia				
NZ_HG326225.1|read2155	Bacteria	Firmicutes	Tissierellia				
NZ_HG326225.1|read2156	Bacteria	Firmicutes	Tissierellia				
NZ_HG326225.1|read2157	Bacteria	Firmicutes	Tissierellia				
NZ_HG326225.1|read2158	Bacteria	Firmicutes	Tissierellia				
NZ_HG326225.1|read2160	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326225.1|read2161	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326225.1|read2162	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	
NZ_HG326225.1|read2164	Bacteria	Firmicutes	Tissierellia				
NZ_HG326225.1|read2165	Bacteria	Firmicutes	Tissierellia				
NZ_HG326225.1|read2166	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326225.1|read2167	Bacteria	Firmicutes	Tissierellia				
NZ_HG326225.1|read2168	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326225.1|read2172	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326225.1|read2173	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326225.1|read2174	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326225.1|read2175	Bacteria	Firmicutes	Tissierellia				
NZ_HG326225.1|read2176	Bacteria	Firmicutes	Tissierellia				
NZ_HG326225.1|read2177	Bacteria	Firmicutes	Tissierellia				
NZ_HG326225.1|read2178	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326225.1|read2179	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326225.1|read2180	Bacteria	Firmicutes	Tissierellia				
NZ_HG326225.1|read2181	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326225.1|read2182	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326225.1|read2183	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326225.1|read2187	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326225.1|read2188	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326225.1|read2189	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326225.1|read2190	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326225.1|read2191	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
