"distribution","rating","review_count"
"Tk-MListbox","4.5","2"
"Tk-ObjEditor","5.0","1"
"Tk-Pod","5.0","1"
"Tk-Preferences","5.0","1"
"Tk-TableMatrix","5.0","2"
"Tk-ToolBar","5.0","1"
"Tk-WaitBox","4.0","1"
"Tk-Wizard-Bases","3.5","2"
"tk-zinc","5.0","1"
"TkCarp","3.0","1"
"Tkx","4.5","2"
"TMDB","1.0","1"
"ToDo","2.0","1"
"Toolkit","4.0","2"
"ToolSet","3.7","3"
"Transform-Canvas","2.0","1"
"Transmission-Client","5.0","1"
"Tree-DAG_Node","5.0","1"
"Tree-Nary","2.0","1"
"Tree-Simple","4.0","2"
"Tree-Simple-VisitorFactory","5.0","1"
"Tree-Visualize","1.0","1"
"Tripletail","5.0","1"
"true","3.7","3"
"Try-Tiny","4.6","5"
"TryCatch","4.0","2"
"TV-Anytime","1.0","1"
"txt2html","4.0","2"
"UI-Dialog","3.0","2"
"UML-Class-Simple","4.5","2"
"UML-State","4.0","1"
"Unicode-Collate","5.0","1"
"Unicode-EastAsianWidth","5.0","1"
"Unicode-IMAPUtf7","4.0","1"
"Unicode-Japanese","4.0","1"
"Unicode-MapUTF8","5.0","2"
"Unicode-RecursiveDowngrade","5.0","1"
"UniLog","1.0","1"
"UNIVERSAL-can","2.4","5"
"UNIVERSAL-clone","1.0","4"
"UNIVERSAL-exports","4.0","3"
"UNIVERSAL-isa","1.0","3"
"UNIVERSAL-require","3.0","2"
"UNIVERSAL-which","1.0","1"
"Unix","1.0","6"
"UNIX-Cal","1.0","1"
"Unix-ConfigFile","2.5","2"
"Unix-PasswdFileOps","2.0","1"
"Unix-PID","1.0","1"
"Unix-PID-Tiny","2.0","1"
"URI","5.0","3"
"URI-Encode","1.0","1"
"URI-Fetch","3.0","1"
"URI-Find","4.0","1"
"URI-Query","4.0","1"
"Util","1.0","2"
"Util-Any","5.0","1"
"Util-SelfDestruct","2.0","1"
"V","5.0","2"
"v6-alpha","3.0","1"
"Validator-Custom","2.0","1"
"Variable-Eject","5.0","1"
"Variable-Magic","5.0","1"
"Variable-Strongly-Typed","3.0","1"
"VCS-SCCS","5.0","1"
"version","3.8","4"
"VFS","1.0","1"
"VFSsimple","1.0","1"
"Video-Info","1.0","1"
"Video-Manip","2.0","4"
"Video-Xine","1.0","1"
"VideoLan-Client","5.0","1"
"Visio","1.0","2"
"VKontakte-API","4.0","1"
"Vroom","5.0","1"
"W3C-LinkChecker","4.3","3"
"W3C-LogValidator","4.0","1"
"Waft","5.0","1"
"Want","5.0","4"
"Water","2.3","3"
"WeakRef","1.0","1"
"Weather-Com","4.7","3"
"Weather-Google","5.0","2"
"web","2.0","1"
"Web-App","1.0","1"
"Web-Passwd","4.0","1"
"Web-Scraper","4.0","1"
"Web-Simple","5.0","1"
"WebService-30Boxes-API","5.0","1"
"WebService-Bloglines","5.0","1"
"WebService-CRUST","4.0","1"
"WebService-GoogleMaps","5.0","1"
"WebService-HtmlKitCom-FavIconFromImage","1.0","1"
"WebService-Mappoint","4.0","1"
"WebService-MusicBrainz","5.0","1"
"WebService-Solr","4.3","3"
"WebService-Validator-CSS-W3C","5.0","1"
"WebService-Validator-HTML-W3C","5.0","1"
"Weed","1.0","3"
"WikiText","3.0","1"
"Win32-AbsPath","1.0","1"
"Win32-API","4.0","3"
"Win32-Autoglob","4.5","2"
"Win32-Codepage","5.0","1"
"Win32-Console-ANSI","5.0","1"
"Win32-Daemon-Simple-0.2.2","1.0","1"
"Win32-Die","4.0","1"
"Win32-DriveInfo","3.7","3"
"Win32-EventLog","3.0","1"
"Win32-EventLog-Carp","1.0","1"
"Win32-EventLog-Message","5.0","1"
"Win32-File-Summary","2.0","1"
"Win32-File-Ver","3.0","1"
"Win32-File-VersionInfo","5.0","1"
"Win32-GUI","5.0","3"
"Win32-GUI-XMLBuilder","4.0","1"
"Win32-GuiTest","4.7","3"
"Win32-IE-Mechanize","5.0","3"
"Win32-IEAutomation","5.0","1"
"Win32-IntAuth","5.0","1"
"Win32-MediaPlayer","5.0","1"
"Win32-Mock","5.0","1"
"Win32-MSAgent","3.0","1"
"Win32-OLE","4.6","5"
"Win32-Outlook-IAF","5.0","1"
"Win32-Pipe","4.0","1"
"Win32-Process","4.0","1"
"Win32-Process-CpuUsage","3.0","2"
"Win32-Process-Info","5.0","1"
"Win32-Process-List","4.0","1"
"Win32-RemoteTOD","1.0","1"
"Win32-Scheduler","1.0","1"
"Win32-Security","4.0","1"
"Win32-SerialPort","3.0","1"
"Win32-Symlink","4.0","1"
"Win32-TaskScheduler","5.0","1"
"Win32-TaskScheduler2.0.3","3.0","1"
"Win32-TieRegistry","4.5","2"
"Win32-Unicode","3.5","2"
"Win32-Uptime","3.7","3"
"Win32-Wallpaper","4.0","1"
"Win32-WebBrowser","4.0","1"
"Win32-Word-Writer","4.0","1"
"Wizard","1.0","2"
"Wolowitz","1.0","1"
"WordNet-QueryData","5.0","1"
"WordPress-XMLRPC","4.0","1"
"Workflow","5.0","1"
"Wurst","1.0","1"
"WWW-AA","1.0","1"
"WWW-Amazon-Wishlist","4.0","1"
"WWW-Analytics-MultiTouch","5.0","1"
"WWW-Auth","1.0","1"
"WWW-Authen-Simple","4.0","1"
"WWW-Automate","1.0","2"
"WWW-Bugzilla3","4.0","1"
"WWW-Cache-Google","4.0","1"
"WWW-CheckSite","4.0","1"
"WWW-CMS","1.0","1"
"WWW-Comic","5.0","1"
"WWW-Contact","3.5","2"
"WWW-Curl","5.0","1"
"WWW-Facebook-API","5.0","4"
"WWW-Facebook-API-REST-Client","1.0","1"
"WWW-Favicon","1.0","1"
"WWW-Google-Calculator","5.0","1"
"WWW-Google-Groups","4.0","1"
"WWW-Google-Images","3.0","1"
"WWW-Google-PageRank","5.0","1"
"WWW-Google-Video","2.0","1"
"WWW-Hotmail","4.0","1"
"WWW-HtmlUnit","4.0","1"
"WWW-HugeURL","3.0","1"
"WWW-Indeed","4.0","1"
"WWW-Mail15","2.0","2"
"WWW-Mechanize","4.6","18"
"WWW-Mechanize-CGI","5.0","1"
"WWW-Mechanize-GZip","5.0","1"
"WWW-Mechanize-Shell","4.5","2"
"WWW-Mechanize-SpamCop","3.0","1"
"WWW-Mechanize-Timed","3.0","1"
"WWW-Mechanize-TWiki","1.0","1"
"WWW-Mediawiki-Client","4.0","1"
"WWW-Mixi","1.0","1"
"WWW-Mixi-OO","1.0","1"
"WWW-Mixi-Scraper","5.0","1"
"WWW-Myspace","4.0","3"
"WWW-Omegle","4.0","1"
"WWW-Pagination","1.0","1"
"WWW-PDB","4.0","1"
"WWW-Postmark","5.0","1"
"WWW-Rediff-iShare","4.0","1"
"WWW-RobotRules","5.0","1"
"WWW-Salesforce","5.0","1"
"WWW-Scraper-ISBN-ISBNdb_Driver","5.0","1"
"WWW-Scraper-ISBN-LOC_Driver","1.0","1"
"WWW-Scraper-ISBN-Pearson_Driver","1.0","1"
"WWW-Scripter","4.0","1"
"WWW-Search","3.0","2"
"WWW-Search-ISBNDB","1.0","1"
"WWW-Search-PubMed","4.0","1"
"WWW-Shorten-Bitly","5.0","1"
"WWW-Shorten-RevCanonical","1.0","1"
"WWW-Shorten-Simple","5.0","1"
"WWW-SMS","1.0","1"
"WWW-TV","4.0","1"
"WWW-XKCD-AsText","1.0","1"
"WWW-YouTube","1.0","1"
"WWW-YouTube-Download","5.0","1"
"Wx","4.8","4"
"Wx-ActiveX","5.0","1"
"Wx-Demo","5.0","1"
"Wx-Perl-Packager","4.0","1"
"Wx-WidgetMaker","5.0","1"
"X12","5.0","1"
"XAO-PodView","5.0","1"
"xchar","2.0","1"
"XHTML-MediaWiki","2.0","1"
"xls2csv","5.0","1"
"XLSperl","5.0","2"
"XML-API","5.0","1"
"XML-Atom","3.0","3"
"XML-Atom-SimpleFeed","4.8","4"
"XML-Atom-Syndication","2.0","1"
"XML-Bare","4.0","4"
"XML-Bare-SAX-Parser","2.0","1"
"XML-Builder","2.0","1"
"XML-Compile","4.7","3"
"XML-Compile-SOAP","4.7","3"
"XML-Database","2.0","2"
"XML-Descent","4.0","1"
"XML-Diff","4.0","1"
"XML-Directory","4.0","1"
"XML-DOM","3.5","2"
"XML-Driver-HTML","5.0","1"
"XML-DT","5.0","1"
"XML-DTD","5.0","1"
"XML-EasySQL","4.0","1"
"XML-Feed","5.0","5"
"XML-FeedPP","5.0","3"
"XML-Filter-BufferText","4.0","1"
"XML-Filter-DetectWS","3.0","1"
"XML-Filter-Sort","5.0","1"
"XML-FOAF","3.0","1"
"XML-GDOME","3.5","2"
"XML-Generator","5.0","2"
"XML-Generator-DBI","5.0","1"
"XML-Genx","5.0","1"
"XML-Handler-YAWriter","5.0","1"
"XML-LibRSVG","1.0","1"
"XML-LibXML","4.5","13"
"XML-LibXML-Common","5.0","1"
"XML-LibXML-LazyBuilder","5.0","1"
"XML-LibXSLT","3.7","3"
"XML-Mini","2.0","3"
"XML-Mini-1.2.8","4.0","1"
"XML-MyXML","3.5","4"
"XML-Parser","3.6","8"
"XML-Parser-EasyTree","4.0","2"
"XML-Pastor","4.0","1"
"XML-PYX","4.0","1"
"XML-Quick","4.0","1"
"XML-RAI","3.0","5"
"XML-RPC","4.5","2"
"XML-RSS","4.1","14"
"XML-RSS-Aggregate","1.0","1"
"XML-RSS-FromHTML-Simple","5.0","1"
"XML-RSS-Parser","5.0","2"
"XML-RSSLite","5.0","1"
"XML-SAX","4.8","4"
"XML-SAX-RTF","1.0","1"
"XML-Schema","3.0","1"
"XML-SemanticDiff","5.0","2"
"XML-Simple","4.4","17"
"XML-Smart","4.4","5"
"XML-Tidy","4.7","3"
"XML-Tiny","3.3","6"
"XML-Tiny-DOM","5.0","1"
"XML-TreePP","5.0","4"
"XML-Twig","4.9","7"
"XML-Writer","4.0","6"
"XML-Xerces","3.0","1"
"XML-XML2JSON","3.0","1"
"XML-XMLWriter","4.0","1"
"XML-XPath","3.6","5"
"XML-XSH","4.5","2"
"Xmldoom","2.3","3"
"Xmms-Perl","5.0","2"
"XSDSQL","4.0","1"
"xsub","1.7","7"
"XUL-App","5.0","1"
"XUL-Image-PPT","4.0","1"
"XUL-Node","3.5","2"
"XXX","4.3","4"
"Yahoo-Marketing","5.0","2"
"Yahoo-Search","5.0","1"
"YAML","3.6","12"
"YAML-Active","5.0","1"
"YAML-LibYAML","5.0","3"
"YAML-Syck","4.5","4"
"YAML-Tiny","4.5","2"
"YAML-Visitor","1.0","1"
"YAML-Yaml2Html","3.0","1"
"YAPC","1.0","1"
"YAPE-Regex-Explain","5.0","1"
"YiJing","2.0","1"
"Your-Momma","5.0","2"
"Zen-Koans","5.0","1"
"Zenoss","5.0","1"
"ZM-SSI","1.0","1"
"ZooZ","5.0","1"
"ZooZv","1.0","1"
"__-0.01","2.0","1"
